亲和美园 大产权 电梯房 可以贷款必看好房,2室1厅 | 75.16平米 | 西南 | 毛坯 | 高楼层(共23层) | 板楼,45万5,988元/平
稀有户型 产权清晰 业主好沟通，诚心出售 带车位,2室1厅 | 93.75平米 | 南 | 其他 | 高楼层(共24层) | 板楼,156万16,640元/平
经典H户型 精装修 有车位 南北通透 采光好 通风强,2室2厅 | 101.07平米 | 南 北 | 精装 | 高楼层(共6层) | 板楼,185万18,305元/平
福雅花园 电梯洋房 户型方正 生活便利 视野好 诚心售,2室1厅 | 76.12平米 | 南 西北 | 其他 | 高楼层(共18层) | 塔楼,88万11,561元/平
全阳面两室 采光好 楼层好,2室2厅 | 87.52平米 | 南 北 | 毛坯 | 中楼层(共11层) | 板楼,92万10,512元/平
悦盛里一手房主、急售两居室、价格可谈,2室1厅 | 94.22平米 | 南 | 精装 | 18层 | 板楼,85万9,022元/平
海逸恋海园 方正三室好位置 出门就是地铁 诚意出售,3室2厅 | 152.8平米 | 南 北 | 简装 | 中楼层(共24层) | 板楼,450万29,451元/平
远洋 大面积两室 装修不错 诚意出售,3室1厅 | 191.75平米 | 南 北 | 其他 | 高楼层(共24层) | 板楼,450万23,469元/平
前排排户型不一样 户型好 视野开阔 采光刚刚的,3室2厅 | 90.16平米 | 南 北 | 毛坯 | 高楼层(共10层) | 板楼,118万13,088元/平
业主诚信出售，精装修全新家具家电，领包入住。,3室2厅 | 97.59平米 | 南 北 | 其他 | 15层 | 板塔结合,188万19,265元/平
精装两室视野好 无遮挡中间楼位 不对电梯无个税,2室2厅 | 94.27平米 | 南 北 | 其他 | 中楼层(共24层) | 板楼,148万15,700元/平
津门湖旁 境界梅江标准H户型 婚房装修 临街出门大门口房主自荐,2室2厅 | 123.12平米 | 南 | 精装 | 低楼层(共18层) | 板楼,290万23,555元/平
总监推荐 天辰里精装修一楼带院30平小院 135平大三室,3室2厅 | 135.57平米 | 南 北 | 其他 | 低楼层(共5层) | 板楼,225万16,597元/平
满二年，采光v无v敌，出行方便，万科物业,3室1厅 | 89.77平米 | 南 北 | 其他 | 中楼层(共8层) | 板塔结合,180万20,052元/平
诚心出售，临地铁、朝南一室一厅,1室1厅 | 50.62平米 | 南 | 简装 | 高楼层(共6层) | 板楼,50万9,878元/平
低楼层小户型，出租居住都适宜，看房提前联系,1室1厅 | 38.74平米 | 南 | 其他 | 中楼层(共6层) | 板楼,65万16,779元/平
天安珑园 精装两年 边户 家具家电全留,2室2厅 | 92.14平米 | 南 | 其他 | 23层 | 板塔结合,100万10,854元/平
依丽园 2室2厅 南 北,2室2厅 | 93.76平米 | 南 北 | 简装 | 中楼层(共18层) | 塔楼,132万14,079元/平
此房满五唯一，精装修，楼层好采光佳，业主诚心出售,1室1厅 | 63.6平米 | 南 | 精装 | 高楼层(共11层) | 板楼,86万13,523元/平
此房南北通透 带阁楼 房子状况好 采光好,2室1厅 | 127.08平米 | 南 北 | 简装 | 高楼层(共6层) | 板楼,105万8,263元/平
旭辉御府新上房源顶楼带阁楼电梯洋房四居双卫,4室2厅 | 93.09平米 | 南 北 | 精装 | 高楼层(共11层) | 板楼,180万19,337元/平
翠杉园 南北通透两室 临东兴里菜场 地铁8号线200米,2室1厅 | 83.85平米 | 南 北 | 精装 | 中楼层(共5层) | 板楼,95万11,330元/平
格调2期，中间景观楼层，采光好北面观湖景，看房方便,3室2厅 | 122.81平米 | 南 北 | 其他 | 高楼层(共9层) | 板楼,418万34,037元/平
南北向户型，精装修拎包入住，适合老少三代改善,3室2厅 | 112.38平米 | 南 | 精装 | 高楼层(共7层) | 板塔结合,248万22,068元/平
【店长推荐】融侨方圆现房 中上楼层 急售房 有钥匙,3室2厅 | 89.26平米 | 南 北 | 毛坯 | 11层 | 板塔结合,157万17,590元/平
燕南园两室小区门口位置一楼满五唯一,2室1厅 | 81.35平米 | 南 北 | 其他 | 低楼层(共28层) | 板塔结合,120万14,752元/平
大学城精装大三室 带阁楼 满五唯一 房主诚心卖,4室1厅 | 107平米 | 南 北 | 精装 | 高楼层(共5层) | 板楼,170万15,888元/平
南北通透，一楼带院带车库，全明格局，小区东门,3室3厅 | 199.63平米 | 南 北 | 其他 | 低楼层(共6层) | 板楼,430万21,540元/平
此房是星河专利户型，通风采光好，小区环境好,3室2厅 | 125.97平米 | 南 北 | 其他 | 高楼层(共7层) | 板楼,268万21,275元/平
南北朝向，一层适合老人，采光好！,3室2厅 | 144.5平米 | 南 西南 | 毛坯 | 低楼层(共5层) | 板塔结合,518万35,848元/平
店长力荐，电梯大两室，地采暖，落地窗，配套齐全,2室1厅 | 99.26平米 | 南 | 其他 | 低楼层(共9层) | 板楼,136万13,702元/平
店长力荐，聚贤里，一楼出行方便 精装修 位置好,3室2厅 | 144.7平米 | 南 北 | 其他 | 低楼层(共5层) | 板楼,278万19,213元/平
精装修三室，采光无遮挡，视野开阔，配套齐全,3室2厅 | 100.01平米 | 南 北 | 精装 | 26层 | 板塔结合,170万16,999元/平
通透独单 采光无遮挡 诚心出售,1室1厅 | 59.7平米 | 南 | 简装 | 高楼层(共6层) | 板楼,120万20,101元/平
近地铁5号线 精装修保持好 可拎包入住 楼层好 采光好,2室1厅 | 93.22平米 | 南 | 简装 | 高楼层(共32层) | 板楼,170万18,237元/平
采光好，无遮挡，业主诚心出售，购物方便,1室1厅 | 67.95平米 | 南 北 | 简装 | 高楼层(共24层) | 板楼,58万8,536元/平
金友花园 飘窗户型 两室一厅 带装修采光好,2室1厅 | 79.56平米 | 南 北 | 其他 | 高楼层(共18层) | 板楼,88万11,061元/平
户型方正，楼层好，出行方便，配套齐全,2室2厅 | 96.91平米 | 南 北 | 精装 | 11层 | 板楼,119.9万12,373元/平
旭辉御府，两室毛坯房，中高楼层，采光视野无遮挡,2室1厅 | 88.2平米 | 南 | 其他 | 高楼层(共30层) | 板楼,130万14,740元/平
满五唯一 小高层 南北通透楼层好,3室2厅 | 88.77平米 | 南 北 | 简装 | 12层 | 板楼,152万17,123元/平
电梯房，好楼层，采光好。业主诚意出售,2室1厅 | 89.67平米 | 南 北 | 其他 | 高楼层(共11层) | 板楼,122万13,606元/平
小镇聚贤里三阳开泰户型 采光好带地下室,3室2厅 | 144.81平米 | 南 北 | 精装 | 中楼层(共5层) | 板楼,248万17,126元/平
碧轩园 H户型两室 高楼层 位置好,2室2厅 | 108.66平米 | 南 北 | 其他 | 高楼层(共6层) | 板楼,160万14,725元/平
南开籍 洋房低楼层 通透小两室 采光无遮挡,2室1厅 | 60.69平米 | 南 北 | 其他 | 中楼层(共6层) | 板楼,113.5万18,702元/平
店长力荐 金地三期精装修 家电家具全带 价格可议房主自荐,3室1厅 | 101.26平米 | 南 | 精装 | 7层 | 板楼,187万18,468元/平
洋房津门湖黛湖次新房 带地下室 挑高5.7米 精装五室,5室2厅 | 187.47平米 | 南 | 精装 | 低楼层(共7层) | 板楼,630万33,606元/平
洋房四居 动静分离 一梯两户 楼层好 随时看房,3室1厅 | 135平米 | 南 北 | 其他 | 中楼层(共8层) | 板楼,295万21,852元/平
欧美精装修 满五唯一 采光好 整洁如新 拎包入住,2室1厅 | 94.93平米 | 南 北 | 其他 | 高楼层(共24层) | 板楼,199万20,963元/平
美林4楼洋房四越五，通透，利用空间大，采光好，满五房主自荐,4室2厅 | 172.49平米 | 南 北 | 其他 | 高楼层(共4层) | 板楼,228万13,219元/平
香锦园 一室 高层好户型 有装修,1室1厅 | 61.02平米 | 南 北 | 精装 | 中楼层(共17层) | 板楼,81.5万13,357元/平
富力湾天阔园 通透三室双卫位置好出行方便,3室1厅 | 127.33平米 | 南 | 其他 | 低楼层(共26层) | 板楼,212万16,650元/平
精装修 拎包入住 业主诚心卖 价格可谈,3室2厅 | 191.75平米 | 南 北 | 其他 | 低楼层(共24层) | 板楼,450万23,469元/平
精装交房大宽厅，全天采光，人车分流，挨着天街商场,3室2厅 | 169.16平米 | 南 北 | 精装 | 中楼层(共17层) | 板楼,780万46,111元/平
洋房中楼层，无遮挡采光好，精装修，出行方便,1室1厅 | 61.29平米 | 南 北 | 精装 | 中楼层(共6层) | 板楼,77万12,564元/平
大寺龙居龙府花园三室两厅两卫顶楼,3室2厅 | 121.01平米 | 东 西 | 简装 | 高楼层(共6层) | 板楼,98万8,099元/平
美的旭辉翰悦府，精装三室，拎包入住，出门地铁三号线,3室2厅 | 101.29平米 | 南 | 其他 | 33层 | 板塔结合,159万15,698元/平
通透户型，位置好，视野宽阔，好楼层，精装修,4室1厅 | 188.22平米 | 南 北 | 其他 | 低楼层(共11层) | 板楼,510万27,096元/平
盛和嘉园精装修--中间楼层--双阳户型--可拎包入住,2室1厅 | 70.09平米 | 南 | 精装 | 25层 | 板塔结合,66万9,417元/平
一楼带院地下室、（H+1大三室户型）、人车分流/地采暖,3室2厅 | 132.5平米 | 南 北 | 其他 | 低楼层(共7层) | 板楼,484万36,529元/平
房源满五唯一 次顶楼 采光好 业主诚心出售,1室1厅 | 60.35平米 | 南 北 | 简装 | 高楼层(共6层) | 板楼,73万12,097元/平
旭辉御府，精装三室户型，稀有带阁楼,3室1厅 | 91.99平米 | 北 南 | 精装 | 高楼层(共27层) | 板楼,148万16,089元/平
格局方正，中低楼层，有老人孩子都可居住 前方无遮挡,2室1厅 | 90.68平米 | 南 北 | 其他 | 中楼层(共18层) | 板楼,125万13,785元/平
云锦世家郦景园 2室2厅 南 北,2室2厅 | 90.71平米 | 南 北 | 精装 | 中楼层(共7层) | 板楼,175万19,293元/平
诚售！南向一居室，近地铁，成熟社区,1室1厅 | 66.63平米 | 南 | 简装 | 高楼层(共7层) | 板楼,75万11,257元/平
社会山北苑洋房顶楼带阁楼，保持不错，近南站,2室1厅 | 84.94平米 | 南 北 | 其他 | 高楼层(共7层) | 板楼,150万17,660元/平
聚贤里带露台带阁楼 洋房 南北通透户型 随时可看,1室1厅 | 78.96平米 | 南 北 | 简装 | 高楼层(共5层) | 板楼,83万10,512元/平
远洋万和城 2室1厅 南 北,2室1厅 | 95.54平米 | 南 北 | 其他 | 中楼层(共24层) | 板楼,180万18,841元/平
清枫园 户型方正 出房率高 诚心出售,2室1厅 | 64.88平米 | 南 | 精装 | 高楼层(共6层) | 板楼,78万12,023元/平
万科翡翠系产品，房子满二，有车位，精装修,2室1厅 | 89.26平米 | 南 | 其他 | 27层 | 板塔结合,189万21,175元/平
业主急售！带20万精装修，2个地下车位 好楼层 采光好,3室1厅 | 90.78平米 | 南 北 | 精装 | 中楼层(共17层) | 塔楼,135.5万14,927元/平
大学城 跃层两室 稀有户型 全新装修 随时可看,2室2厅 | 106.37平米 | 东南 | 精装 | 中楼层(共25层) | 板楼,96万9,026元/平
旭水蓝轩 一室 户型方正 出行便利 配套设施齐全中楼层,1室1厅 | 58.03平米 | 南 | 其他 | 中楼层(共6层) | 板楼,85万14,648元/平
电梯 次新房 两室户型方正 带装修带车位,2室2厅 | 120.51平米 | 南 | 简装 | 低楼层(共18层) | 板楼,365万30,288元/平
房子是家泰里小区满两年，诚意出售,1室1厅 | 62.28平米 | 南 北 | 简装 | 中楼层(共16层) | 板楼,55万8,832元/平
通透三室 全明户型 视野无遮挡 毛坯房,3室2厅 | 159.04平米 | 南 | 毛坯 | 高楼层(共11层) | 板楼,450万28,295元/平
房子从新装修保持很好 业主精心设计户型明厨明卫,2室1厅 | 87.9平米 | 南 北 | 精装 | 高楼层(共18层) | 板楼,193万21,957元/平
保利罗兰公馆 3室2厅 南 北,3室2厅 | 104.58平米 | 南 北 | 其他 | 低楼层(共6层) | 板楼,335万32,033元/平
中信珺台碧珺园 南北通透 两室 好楼层 无遮挡,2室1厅 | 89.97平米 | 南 北 | 简装 | 低楼层(共25层) | 板楼,200万22,230元/平
正规大一居。采光好，南侧楼间距大，诚心出售,1室1厅 | 61.21平米 | 南 北 | 精装 | 低楼层(共6层) | 板楼,55万8,986元/平
带地下车位 满五唯一 中间位置和楼层 配套齐全,3室1厅 | 91.93平米 | 南 北 | 精装 | 高楼层(共16层) | 板塔结合,150万16,317元/平
翠杉园通透一室 明厨明卫 采光全天不挡 诚心出售,1室1厅 | 69.32平米 | 南 北 | 其他 | 高楼层(共18层) | 板楼,96万13,849元/平
河畔馨居 房源 业主诚心出售 有钥匙看房方便,1室1厅 | 74.49平米 | 南 北 | 精装 | 高楼层(共26层) | 板楼,82万11,009元/平
江湾70年产权 酒店式公寓 交通方便 津衡学小旁边,1室1厅 | 65.17平米 | 南 | 其他 | 高楼层(共30层) | 板楼,105万16,112元/平
恒益隆庭顶楼带阁楼 采光好 南北通透,2室2厅 | 90.4平米 | 南 北 | 其他 | 高楼层(共6层) | 板楼,95万10,509元/平
出售 金地5期洋房 两室南北通透,2室2厅 | 79.82平米 | 南 北 | 其他 | 9层 | 板楼,153万19,169元/平
枫香园一室 随时可看 前排采光无遮挡,1室1厅 | 72.06平米 | 南 | 精装 | 中楼层(共27层) | 板楼,107万14,849元/平
大地十二城清枫园 精装修 房型好 出房率高 采光视野好,1室1厅 | 64.88平米 | 南 北 | 其他 | 高楼层(共6层) | 板楼,120万18,496元/平
枫香园精装修全阳两居室 诚意出售 价位可谈 位置好,2室2厅 | 90.68平米 | 南 | 其他 | 高楼层(共18层) | 板楼,120万13,234元/平
近地铁，南北通透一室，业主诚意出售，店长力荐,1室1厅 | 57.21平米 | 南 北 | 其他 | 高楼层(共6层) | 板楼,80万13,984元/平
南北通透带餐厅 非顶楼格局方正 业主诚心出售看房方便,2室1厅 | 99.74平米 | 南 北 | 其他 | 高楼层(共6层) | 板楼,113万11,330元/平
宝庆里 洋房两室 中间楼层 配套成熟 购物便利,2室1厅 | 100.13平米 | 南 北 | 其他 | 中楼层(共5层) | 板楼,115万11,486元/平
店长推荐，南北通透，楼层好，位置好,3室2厅 | 115.32平米 | 南 北 | 简装 | 中楼层(共5层) | 板塔结合,169.8万14,725元/平
边户通透户型价格能谈业主诚意出售,2室1厅 | 81.74平米 | 南 | 其他 | 中楼层(共26层) | 板楼,104万12,724元/平
店长推荐好房 H户型 通风好，通透全明，免费停车,2室1厅 | 97.74平米 | 南 北 | 简装 | 低楼层(共9层) | 板楼,115万11,766元/平
户型方正，河西户口，楼间距大！,1室1厅 | 53.86平米 | 南 | 其他 | 高楼层(共6层) | 板楼,108万20,052元/平
总监推荐 精装一室 中层 满五唯一 省税 带车位 诚心卖,1室1厅 | 52.64平米 | 南 | 其他 | 中楼层(共25层) | 板楼,91万17,288元/平
楼座位置好 南向视野开阔 采光无遮挡,2室2厅 | 87.91平米 | 南 北 | 精装 | 高楼层(共15层) | 板塔结合,95万10,807元/平
博文苑联排边户办公装修业主诚意卖看房提前,6室1厅 | 238.39平米 | 南 北 | 其他 | 3层 | 板塔结合,450万18,877元/平
大学城，大产权精装一室，采光好，地下免费停车,1室1厅 | 63.72平米 | 南 | 精装 | 低楼层(共22层) | 板塔结合,68万10,672元/平
能看二期公园中间楼层，业主自住，楼层很好，采光也好,2室2厅 | 90.06平米 | 南 | 精装 | 29层 | 板塔结合,178万19,765元/平
兴旺里 力荐好房70年产权诚心出售 价格可谈,2室1厅 | 52.63平米 | 南 北 | 简装 | 中楼层(共4层) | 板楼,41万7,791元/平
诚心卖，采光好，没有遮挡，楼栋位置好,2室1厅 | 95.66平米 | 南 北 | 精装 | 中楼层(共5层) | 板楼,78万8,154元/平
入住密度低。一梯两户，格局很好，全明户型，采光好,3室2厅 | 112平米 | 南 | 精装 | 低楼层(共7层) | 板楼,190万16,965元/平
上叠别墅，业主已做基建，空调，地暖已完善,3室1厅 | 119.83平米 | 南 | 简装 | 上叠(共4层) | 板楼 | 叠拼别墅,268万22,366元/平
金地五期H+1全明通透，采光好，密度低,3室2厅 | 88.85平米 | 南 | 毛坯 | 8层 | 板楼,145万16,320元/平
边户北向没连廊,大宽厅,明星户型,好楼层,房主诚心卖,2室1厅 | 80.64平米 | 南 北 | 其他 | 高楼层(共18层) | 板楼,140万17,362元/平
业主诚意买 价格能商量 私产诚意卖,1室1厅 | 53.6平米 | 南 | 其他 | 高楼层(共6层) | 板楼,80.5万15,019元/平
标准大两室，采光无遮挡，店长推荐好房,2室1厅 | 89.97平米 | 南 北 | 其他 | 高楼层(共6层) | 板楼,138万15,339元/平
鸣泉花园三室好户型 视野开阔 位置好 诚意出售,3室2厅 | 137.37平米 | 南 北 | 精装 | 中楼层(共30层) | 板楼,398万28,973元/平
视野宽阔 采光充足 交通便利 满足日常生活所需,2室1厅 | 79.32平米 | 南 | 简装 | 高楼层(共6层) | 板楼,124万15,633元/平
南北向两室，满五年在津唯一住房，前后无遮挡,2室2厅 | 89.46平米 | 南 北 | 精装 | 中楼层(共6层) | 板楼,169万18,892元/平
波士顿建筑风格 满五年唯一 实木家具 电梯洋房,2室2厅 | 89.09平米 | 南 北 | 精装 | 高楼层(共11层) | 板楼,158万17,735元/平
美的云筑 精装2室 前面无遮挡 采光好 看房方便 中间楼,2室2厅 | 79.28平米 | 南 | 其他 | 11层 | 板塔结合,210万26,489元/平
100平南北通透大两室好装修可拎包入住,2室1厅 | 100.25平米 | 南 北 | 精装 | 低楼层(共27层) | 板楼,178万17,756元/平
中间楼层，近地铁，户型方正，无遮挡，采光视野好,1室1厅 | 69.96平米 | 西南 | 简装 | 中楼层(共26层) | 板楼,85万12,150元/平
好户型 好位置 可做院 装修保持好 无需二次装修,3室2厅 | 140.08平米 | 南 北 | 其他 | 低楼层(共9层) | 板楼,315万22,488元/平
梅江全阳 两居室 中间楼层 业主急售,2室1厅 | 84.06平米 | 南 | 其他 | 中楼层(共18层) | 板楼,185万22,009元/平
华亭丽园 精装三室 好楼层 采光好 随时看房 诚心出售,3室2厅 | 93.43平米 | 南 北 | 精装 | 高楼层(共18层) | 板楼,135万14,450元/平
三期高层中间楼层，南北通透户型,2室2厅 | 92.4平米 | 南 北 | 精装 | 26层 | 板塔结合,119万12,879元/平
兴姜里 户型方正 出行便利配套设施齐全两室户型,2室1厅 | 71.09平米 | 南 北 | 其他 | 低楼层(共6层) | 板楼,119.5万16,810元/平
中间楼层 双阳户型 门口就是公交站,2室1厅 | 80.01平米 | 东南 南 | 简装 | 中楼层(共18层) | 塔楼,130万16,248元/平
万科物业 人车分流 满五年 离地铁站 商场都近房主自荐,2室2厅 | 88.61平米 | 南 北 | 其他 | 中楼层(共28层) | 板楼,149万16,816元/平
过五年南北通透H户型楼层采光视野好有钥匙诚意出售,2室1厅 | 95.34平米 | 南 北 | 简装 | 高楼层(共6层) | 板楼,130万13,636元/平
南北通透 南开户 五楼 楼栋位置好,2室1厅 | 94.9平米 | 南 北 | 简装 | 高楼层(共6层) | 板楼,99.8万10,517元/平
房子满五年，精装修，无遮挡，近地铁，出行方便,2室1厅 | 96.71平米 | 南 北 | 其他 | 中楼层(共9层) | 板楼,185万19,130元/平
聚贤里，大两室，三十w精装修好楼层,2室1厅 | 110.57平米 | 南 北 | 其他 | 中楼层(共5层) | 板楼,135万12,210元/平
此房税费低，楼层好，精装修，实用面积大，配套齐全,2室2厅 | 96.36平米 | 南 北 | 精装 | 中楼层(共7层) | 板楼,152万15,775元/平
云锦世家 精装修 电梯房 带阁楼 诚意卖,3室2厅 | 106.94平米 | 南 北 | 精装 | 高楼层(共7层) | 板楼,430万40,210元/平
店长推荐 全阳两居 楼位好 采光好 诚心出售 价格可谈,2室1厅 | 76.34平米 | 南 | 精装 | 低楼层(共11层) | 板塔结合,130万17,030元/平
中间楼层 户型方正 诚心出售 价格可谈 随时看房,1室1厅 | 66.54平米 | 南 北 | 其他 | 18层 | 板楼,56万8,416元/平
环内 精装修 通透大2室 全明户型 近地铁 配套齐拎包住,2室1厅 | 97.13平米 | 南 | 简装 | 高楼层(共6层) | 板楼,178万18,326元/平
低楼层，看房方便，用不到业主考虑变现，诚心卖,1室1厅 | 53.09平米 | 东 西 | 简装 | 低楼层(共6层) | 板楼,95万17,895元/平
电梯洋房 双阳卧室 满2年 精装基础已完成 地下车位,3室2厅 | 164.58平米 | 南 | 简装 | 中楼层(共10层) | 暂无数据,630万38,280元/平
此房满五年，税费低， 前后阳台带装修,3室2厅 | 129.22平米 | 南 北 | 简装 | 5层 | 板楼,178万13,775元/平
纯洋房社区 两居舒适人口密度低 精装修,2室1厅 | 92.74平米 | 南 | 其他 | 低楼层(共6层) | 板楼,148万15,959元/平
不临高铁的两居室 精装修 满五唯一,2室2厅 | 83.03平米 | 南 | 其他 | 中楼层(共27层) | 板楼,120万14,453元/平
津尚花园 3室1厅 南,3室1厅 | 91.52平米 | 南 | 精装 | 高楼层(共17层) | 板楼,112万12,238元/平
近地铁 南北朝向 户型通透 采光好 诚心出售,2室1厅 | 100.91平米 | 南 | 精装 | 高楼层(共6层) | 板楼,160万15,856元/平
全明通透 采光视野好 出行便利 配套完善 诚心出售,2室1厅 | 90.49平米 | 南 北 | 精装 | 高楼层(共18层) | 板楼,139万15,361元/平
梅江联排边户，环院150平米，200万装修，一楼有卧室,7室3厅 | 250.05平米 | 南 北 | 精装 | 3层 | 板楼,1160万46,391元/平
楼层低位置好 带露台 业主诚意卖 随时可看,3室2厅 | 141.79平米 | 南 北 | 其他 | 中楼层(共5层) | 板楼,279万19,677元/平
位置好 满五唯一 无遮挡 总监推荐,3室1厅 | 89.71平米 | 南 北 | 精装 | 低楼层(共9层) | 板塔结合,141万15,718元/平
急急急！！！客户急售，价格合适,4室2厅 | 183.54平米 | 南 北 | 精装 | 高楼层(共6层) | 板楼,342万18,634元/平
店长推荐 高楼层边户 拎包入住,2室1厅 | 91.67平米 | 南 北 | 精装 | 高楼层(共24层) | 板楼,95万10,364元/平
社会山北苑，一楼带院带储藏间，价格可议，看房随时,3室1厅 | 90.03平米 | 南 北 | 精装 | 低楼层(共11层) | 板楼,150万16,662元/平
万科品质，通透方正户型，中间楼层， 小区中间位置,3室2厅 | 115.98平米 | 南 北 | 精装 | 中楼层(共5层) | 板塔结合,188万16,210元/平
万科四季雅园 3室2厅 南,3室2厅 | 89.73平米 | 南 | 精装 | 高楼层(共8层) | 板塔结合,116万12,928元/平
业主诚心卖，15层采光充足视野好,2室2厅 | 93.17平米 | 南 北 | 其他 | 高楼层(共18层) | 板楼,136万14,597元/平
正规一室 总价低 看房方便 紧挨中北大道物美菜市场,1室1厅 | 61.23平米 | 南 | 简装 | 低楼层(共18层) | 板楼,85万13,883元/平
此房满五唯一， 采光无遮挡 ，楼间距款 车位充足,2室2厅 | 101.26平米 | 南 北 | 简装 | 高楼层(共6层) | 板楼,159万15,703元/平
万科物业 洋房一梯两户 有露台 价位可谈 诚意卖,2室1厅 | 85.78平米 | 南 北 | 精装 | 高楼层(共6层) | 板塔结合,155万18,070元/平
枫香园 中间楼层 看房提前约 价位能谈 全阳两室,2室1厅 | 90.2平米 | 南 北 | 精装 | 中楼层(共18层) | 板楼,148万16,408元/平
柳馨两室南北通透采光充足有阁楼上下两层使用面积大,2室1厅 | 87.3平米 | 南 北 | 其他 | 高楼层(共6层) | 板楼,96万10,997元/平
华亭丽园 采光好 交通便利 产权清晰 诚意出售,1室1厅 | 75.08平米 | 南 北 | 精装 | 中楼层(共18层) | 板楼,95万12,654元/平
满五唯一，中高层采光好，业主诚心出售,2室1厅 | 90.24平米 | 南 | 精装 | 高楼层(共32层) | 板塔结合,150万16,623元/平
楼层好 视野好 出行方便，户型方正南北通透，居住方便,3室2厅 | 127.05平米 | 南 北 | 精装 | 中楼层(共25层) | 板楼,226万17,789元/平
阁楼能住人，阁楼不在房本面积。精装，拎包入住,1室1厅 | 61.29平米 | 东 南 北 | 其他 | 高楼层(共6层) | 板楼,79万12,890元/平
津门湖观景一居室，中间楼层，价格合适，急售,1室1厅 | 40.81平米 | 南 | 简装 | 低楼层(共30层) | 板楼,89万21,809元/平
全明户型 楼层采光好 花园式社区,2室1厅 | 73.92平米 | 南 | 其他 | 26层 | 板楼,59万7,982元/平
全明南北通透 业主诚心出售 万科物业 人车分流小区,2室1厅 | 89.34平米 | 南 北 | 精装 | 高楼层(共28层) | 板楼,142万15,895元/平
精装修 落地窗 洋房中间楼层 一梯两户房主自荐,2室1厅 | 92.65平米 | 南 北 | 精装 | 中楼层(共6层) | 板楼,125万13,492元/平
水岸华庭 一楼 随时可看 价格可议,2室1厅 | 61.46平米 | 南 | 其他 | 低楼层(共6层) | 板楼,77万12,529元/平
店长推荐诚信出售金地三期三室位置佳满五唯一随时看房,3室1厅 | 96.76平米 | 南 | 毛坯 | 18层 | 板楼,137万14,159元/平
社会山别墅 南侧大花园 小区中间位置 采光好环境优雅,5室1厅 | 224.95平米 | 南 北 | 其他 | 3层 | 板楼 | 联排别墅,520万23,117元/平
金地三期楼位好 楼层好 采光好 无遮挡 诚心卖 随时看,3室1厅 | 95.92平米 | 北 南 | 毛坯 | 11层 | 板楼,180万18,766元/平
大三居7层到顶的电梯洋房，业主诚心出售,3室2厅 | 125.56平米 | 南 北 | 其他 | 低楼层(共7层) | 板楼,256万20,389元/平
大地六期 精装大三室 可拎包入住 满五唯一 户型方正,3室2厅 | 128.66平米 | 南 北 | 精装 | 低楼层(共27层) | 板楼,198万15,390元/平
店长推荐 满二年 精装大一居采光充足 无遮挡,1室1厅 | 80.3平米 | 南 | 精装 | 高楼层(共13层) | 板楼,185万23,039元/平
天安珑园大三居精装 满五唯一诚心售,3室2厅 | 143.89平米 | 南 北 | 精装 | 25层 | 板塔结合,178万12,371元/平
精装好房，通透方正户型，精装修，业主诚心卖,3室2厅 | 108.14平米 | 南 北 | 其他 | 21层 | 板塔结合,245万22,656元/平
朗庭园二期两居，南北通透户型 视野好 带车位,2室1厅 | 96.87平米 | 南 北 | 其他 | 高楼层(共23层) | 板楼,165万17,034元/平
河西东湖 2000年商品房 大一室 居住舒适 车位充足,1室1厅 | 53.69平米 | 南 | 其他 | 中楼层(共6层) | 板楼,123万22,910元/平
枫香园中上楼层全天采光标准两室诚心卖房主自荐,2室1厅 | 90.2平米 | 南 北 | 其他 | 中楼层(共18层) | 板楼,131万14,524元/平
房子过5年，南北双阳台，全明，卫生间带窗户，采光好,2室1厅 | 95.92平米 | 南 北 | 简装 | 高楼层(共6层) | 板楼,89万9,279元/平
一室双阳户型 免费地下停车 采光敞亮,1室1厅 | 65.4平米 | 南 | 简装 | 高楼层(共22层) | 板塔结合,62万9,481元/平
景园里 正规三室 非顶楼 看房随时,3室1厅 | 86.29平米 | 南 | 其他 | 高楼层(共6层) | 板楼,115万13,328元/平
次新小区，采光很好，停车方便，生活成本低,2室1厅 | 90.86平米 | 南 | 精装 | 低楼层(共22层) | 板塔结合,93万10,236元/平
紫台3居精装修。好位置，好楼层,3室2厅 | 102.61平米 | 南 北 | 其他 | 低楼层(共25层) | 板楼,250万24,365元/平
店长推荐 户型方正，全阳采光充足，中楼层采光好,1室1厅 | 66.73平米 | 南 | 简装 | 高楼层(共18层) | 板塔结合,65万9,741元/平
经典南北通透H户型中间楼层大两居,2室1厅 | 89.79平米 | 南 北 | 简装 | 中楼层(共6层) | 板楼,114万12,697元/平
本房满五唯一，业主婚房装修，边户好楼层，随时看房,3室2厅 | 90.05平米 | 南 北 | 其他 | 高楼层(共16层) | 板塔结合,170万18,879元/平
总监推荐，碧桂园精选低总价2室，看房方便,2室1厅 | 82.21平米 | 南 | 精装 | 15层 | 板塔结合,130万15,814元/平
进来看看，满五唯一，华庭精装修小两居，业主诚意出售,2室1厅 | 65.9平米 | 南 | 精装 | 低楼层(共28层) | 板楼,54.5万8,271元/平
富力湾天阔园 好楼层 无遮挡 满五唯一,2室1厅 | 89.69平米 | 南 北 | 精装 | 中楼层(共28层) | 板楼,155万17,282元/平
南侧无遮挡 格局合理 室内功能齐全 门口就是公园,1室1厅 | 61.08平米 | 南 北 | 精装 | 低楼层(共26层) | 板楼,108万17,682元/平
